C B,BENEFICIARIO,RFC,FACTURAS,CONTRATO,CONCEPTO,TIPO,FDO - #OP,FECHA,IMPORTE,SHEET
214872,QUIJANO LOPEZ JOSE ANGEL,QULA870610TA9,161/2023-183004-16,NO APLICA,JUICIO CONTENCIOSO ADVO. 161/2023 DEMANDAS MULTAS DE TRANSITO,CH,1110876.0,2024-02-01,20129.22,GASTOS VARIOS
214872,VILLANUEVA GUERRERO SERGIO,VIGS821027CF1,309R-43403-183005-1,NO APLICA,"DEVOLUCIÓN DE EXCEDENTE POR PAGO INDEBIDO DE IMPUESTO SOBRE ADQUISICIÓN DE INMUEBLES, CORRESPONDIENTE AL EXPEDIENTE 17119028, RECIBO 309R-43403 DE FECHA 19 DE OCTUBRE DEL 2023, CONFORME AL ACUERDO ADMINISTRATIVO EMITIDO POR EL C. DIRECTOR DE RECAUDACIÓN INMOBILIARIA.",TR,1029426.0,2024-02-28,45537.2,GASTOS VARIOS
214872,VILLARREAL SALAZAR SANJUANA GRACIELA,VISS680126UTA,322-31337-183004-28,NO APLICA,DEVOLUCION EXCEDENTE DE PAGO 322-31337 TRANSFERENCIA,TR,1029371.0,2024-02-21,270.0,GASTOS VARIOS
214873,"CHUBB SEGUROS MEXICO, S.A.",ASE901221SM4,DS020124-183010-133,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029239.0,2024-02-01,492682.9,GASTOS VARIOS
214873,"CHUBB SEGUROS MEXICO, S.A.",ASE901221SM4,DS030224-183010-291,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029364.0,2024-02-16,538471.33,GASTOS VARIOS
214873,"COMPAÑIA EXPLOTADORA DE INMUEBLES MTY, SA. DE CV.",EIM6511123F6,183009-16,NO APLICA,(GXC) PAGO REUNION DE TRABAJO DEL PROGRAMA JUECES AUXILIARES (TRANSFERENCIA),TR,1029423.0,2024-02-28,84874.3,GASTOS VARIOS
214873,"DECO SEGUROS, SA. DE CV.",DSE000304LT1,DS020124-183010-128,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029247.0,2024-02-01,82960.34,GASTOS VARIOS
214873,"DECO SEGUROS, SA. DE CV.",DSE000304LT1,DS030224-183010-285,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029359.0,2024-02-16,112540.83,GASTOS VARIOS
214873,"EMERGENCIA MEDICA PROFESIONAL, S.C.",EMP950620UF0,DS020124-183010-129,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029240.0,2024-02-01,66428.76,GASTOS VARIOS
214873,"EMERGENCIA MEDICA PROFESIONAL, S.C.",EMP950620UF0,DS030224-183010-286,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029362.0,2024-02-16,86969.53,GASTOS VARIOS
214873,"FAMSA MEXICO, SA. DE CV.",FME121221MS7,DS020124-183010-130,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029241.0,2024-02-01,8783.73,GASTOS VARIOS
214873,"FAMSA MEXICO, SA. DE CV.",FME121221MS7,DS030224-183010-287,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029352.0,2024-02-16,16507.92,GASTOS VARIOS
214873,GRUPO PAAT SA DE CV,GPA111114TWA,183009-19,NO APLICA,"(GXC) PAGO DE CARTAS VERIFICACIÓN PARA CONTRATOS DE ENERGÍA ELECTRICA PARA CASETAS DE SEGURIDAD, CERRO DEL TEPEYAC Y CERRO DE LAS CUMBRES COL. VALLE DE LAS CUMBRES,GRAN PARQUE Y PASEO DE LA MONTAÑA COL. CUMBRES 2DO SECTOR Y LUIS QUINTANAR Y 18 DE MARZO COL. PROGRESO ( TRANSFER)",TR,1029424.0,2024-02-28,189660.0,GASTOS VARIOS
214873,"HINV, S.A. DE C.V. SOFOM, E.N.R.",HIN110707271,DS020124-183010-127,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029250.0,2024-02-01,533511.34,GASTOS VARIOS
214873,"HINV, S.A. DE C.V. SOFOM, E.N.R.",HIN110707271,DS030224-183010-284,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029363.0,2024-02-16,620675.37,GASTOS VARIOS
214873,"IMPULSORA PROMOBIEN, SA. DE CV.",IPR8310018L5,DS020124-183010-132,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029243.0,2024-02-01,172853.7,GASTOS VARIOS
214873,"IMPULSORA PROMOBIEN, SA. DE CV.",IPR8310018L5,DS030224-183010-290,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029356.0,2024-02-16,233415.16,GASTOS VARIOS
214873,INSTITUTO DE CONTROL VEHICULAR,ICV051202LD4,-183013-7,NO APLICA,(GXC) PAGO ALTA DE PLACAS DE VEHICULOS OFICIALES,TR,1029270.0,2024-02-08,157441.0,GASTOS VARIOS
214873,INSTITUTO DE CONTROL VEHICULAR,ICV051202LD4,183013-8,NO APLICA,"(GXC) PAGO DE BAJAS DE PLACAS Y REFRENDOS,VEHICULOS OFICIALES",TR,1029415.0,2024-02-26,89324.6,GASTOS VARIOS
214873,JJ CONSTRUCCION Y ELECTRIFICACION SAS,JCE230810JF3,183009-9,NO APLICA,(GXC) PAGO DE CARTA DE VERIFICACIÓN PARA CONTRATOS DE ENERGÍA ELECTRICA PARA CASETAS DE SEGURIDAD ( TRANSFER),TR,1029253.0,2024-02-02,189600.0,GASTOS VARIOS
214873,"METLIFE MEXICO, S.A.",MME920427EM3,DS020124-183010-131,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029249.0,2024-02-01,56957.29,GASTOS VARIOS
214873,"METLIFE MEXICO, S.A.",MME920427EM3,DS030224-183010-288,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029353.0,2024-02-16,87799.15,GASTOS VARIOS
214873,PATRIMONIO S.A. DE C.V. SOFOM ENR,PAT940208T61,DS020124-183010-138,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029251.0,2024-02-01,18077.27,GASTOS VARIOS
214873,PATRIMONIO S.A. DE C.V. SOFOM ENR,PAT940208T61,DS030224-183010-289,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029354.0,2024-02-16,37653.02,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,512/2018-Q1.24-183010-80,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - HECTOR GUADALUPE CANTU SALAS 44180 - EXP.512/2018 - Q1.24,CH,1110885.0,2024-02-06,541.56,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,28/2016-Q1.24-183010-78,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - ORALIA MONTOYA LOPEZ 14855 - EXP.28/2016 - Q1.24,CH,1110886.0,2024-02-06,1580.95,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,16364/2020-Q1.24-183010-82,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIBEL DUEÑAS LOPEZ 66864 - EXP.16364/2020 - Q1.24,CH,1110887.0,2024-02-06,1141.7,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,13212/2022-Q1.24-183010-83,NO APLICA,DESCUENTO JUDUCAL MERCANTIL  - PEDRO MONTOYA LOPEZ 83365 - EXP.13212/2022 Q1.24,CH,1110888.0,2024-02-06,2197.28,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,258/2019-Q1.24-183010-81,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIA DE JESUS SEGURA HERNANDEZ 64538 - EXP.258/2019 - Q1.24,CH,1110890.0,2024-02-06,1998.77,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,1007/2019-Q1.24-183010-79,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - LUIS MARTIN PUGA ARROYO 24873 - EXP.1007/2019 - Q1.24,CH,1110891.0,2024-02-06,1177.43,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,547/2014-Q1.24-183010-77,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIA DOLORES CASTILLO OLIVAS 14518 - EXP.547/2014 - Q1.24,CH,1110892.0,2024-02-06,1134.66,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,512/2018-Q2.24-183010-153,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - HECTOR GUADALUPE CANTU SALAS 44180 - EXP.512/2018 - Q2.24,CH,1110912.0,2024-02-08,38.0,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,28/2016-Q2.24-183010-151,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - ORALIA MONTOYA LOPEZ 14855 - EXP.28/2016 - Q2.24,CH,1110913.0,2024-02-08,1580.95,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,16364/2020-Q2.24-183010-155,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIBEL DUEÑAS LOPEZ 66864 - EXP.16364/2020 - Q2.24,CH,1110914.0,2024-02-08,657.81,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,1007/2019-Q2.24-183010-152,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - LUIS MARTIN PUGA ARROYO 24873 - EXP.1007/2019 - Q2.24,CH,1110915.0,2024-02-08,1039.4,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,547/2014-Q2.24-183010-150,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIA DOLORES CASTILLO OLIVAS 14518 - EXP.547/2014 - Q2.24,CH,1110916.0,2024-02-08,5289.65,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,258/2019-Q2.24-183010-154,NO APLICA,DESCUENTO JUDICIAL MERCANTIL - MARIA DE JESUS SEGURA HERNANDEZ 64538 - EXP.258/2019 - Q2.24,CH,1110917.0,2024-02-08,604.82,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,13212/2022-Q2.24-183010-156,NO APLICA,DESCUENTO JUDUCAL MERCANTIL  - PEDRO MONTOYA LOPEZ 83365 - EXP.13212/2022 Q2.24,CH,1110918.0,2024-02-08,631.82,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,1007/2019-Q3.24-183010-270,NO APLICA,Q3-24 / DESCUENTO JUDICIAL MERCANTIL - LUIS MARTIN PUGA ARROYO 24873 - EXP.1007/2019,CH,1110948.0,2024-02-21,1177.43,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,512/2018-Q3.24-183010-271,NO APLICA,Q3-24 / DESCUENTO JUDICIAL MERCANTIL - HECTOR GUADALUPE CANTU SALAS 44180 - EXP.512/2018,CH,1110949.0,2024-02-21,542.01,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,28/2016-Q3.24-183010-269,NO APLICA,Q3-24 / DESCUENTO JUDICIAL MERCANTIL - ORALIA MONTOYA LOPEZ 14855 - EXP.28/2016,CH,1110950.0,2024-02-21,1580.95,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,13212/2022-Q3.24-183010-274,NO APLICA,Q3-24 / DESCUENTO JUDUCAL MERCANTIL  - PEDRO MONTOYA LOPEZ 83365 - EXP.13212/2022,CH,1110953.0,2024-02-22,674.12,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,16364/2020-Q3.24-183010-273,NO APLICA,Q3-24 / DESCUENTO JUDICIAL MERCANTIL - MARIBEL DUEÑAS LOPEZ 66864 - EXP.16364/2020,CH,1110954.0,2024-02-22,1161.81,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,258/2019-Q3.24-183010-272,NO APLICA,Q3-24 / DESCUENTO JUDICIAL MERCANTIL - MARIA DE JESUS SEGURA HERNANDEZ 64538 - EXP.258/2019,CH,1110955.0,2024-02-22,1108.82,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,183013-9,NO APLICA,(GXC) PAGO DE VALIDACION CARTOGRAFICA EXPEDIENTE CATASTRAL 7040024001,TR,1029416.0,2024-02-26,6514.0,GASTOS VARIOS
214873,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,183013-10,NO APLICA,(GXC) PAGO DE VALIDACION CARTOGRAFICA DE EXPEDIENTE CATASTRAL,TR,1029417.0,2024-02-26,6514.0,GASTOS VARIOS
214873,"SEGUROS ARGOS, SA. DE CV.",SAR0210119D5,DS020124-183010-134,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029248.0,2024-02-01,72530.01,GASTOS VARIOS
214873,"SEGUROS ARGOS, SA. DE CV.",SAR0210119D5,DS030224-183010-292,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029358.0,2024-02-16,95287.44,GASTOS VARIOS
214873,"SEGUROS VE POR MAS, SA. GRUPO FINANCIERO VE POR MAS",SMS401001573,DS020124-183010-135,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029245.0,2024-02-01,97848.16,GASTOS VARIOS
214873,"SEGUROS VE POR MAS, SA. GRUPO FINANCIERO VE POR MAS",SMS401001573,DS030224-183010-293,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029360.0,2024-02-16,130549.68,GASTOS VARIOS
214873,"TELECOMUNICACION Y MERCADOTECNIA DE MTY, SA. DE CV.",TMM0306028M2,DS020124-183010-136,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029246.0,2024-02-01,262200.14,GASTOS VARIOS
214873,"TELECOMUNICACION Y MERCADOTECNIA DE MTY, SA. DE CV.",TMM0306028M2,DS030224-183010-294,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029357.0,2024-02-16,325007.32,GASTOS VARIOS
214873,TORECO SA DE CV SOFOM ENR,TOR1302186K4,DS020124-183010-137,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA SEGUNDA QUINCENA DEL MES 1 Y AÑO 2024,TR,1029242.0,2024-02-01,342753.82,GASTOS VARIOS
214873,TORECO SA DE CV SOFOM ENR,TOR1302186K4,DS030224-183010-295,NO APLICA,DESCUENTO SOBRE NÓMINA CORRESPONDIENTE A LA PRIMERA QUINCENA DEL MES 2 Y AÑO 2024,TR,1029361.0,2024-02-16,353350.27,GASTOS VARIOS
222000,PENSIONES Y JUBILACIONES EMPL. MONTERREY,FIFP418666700,PF-1-2024-183010-120,NO APLICA,4% FONDO DE PENSIONES - 1/2024,TR,1029289.0,2024-02-09,1920464.1,GASTOS VARIOS
222000,PENSIONES Y JUBILACIONES EMPL. MONTERREY,FIFP418666700,PF-2-2024-183010-121,NO APLICA,4% FONDO DE PENSIONES - 2/2024,TR,1029290.0,2024-02-09,1912795.82,GASTOS VARIOS
222000,PENSIONES Y JUBILACIONES EMPL. MONTERREY,FIFP418666700,PF-3-2024-183010-267,NO APLICA,4% FONDO DE PENSIONES - 3/2024,TR,1029413.0,2024-02-26,1916421.88,GASTOS VARIOS
305737,PEREZ GONZALEZ BRENDA MONICA,PEGB7905047Z1,183007-34,NO APLICA,INICIO FONDO DE OPERACION DE LA SECRETARIA DE DESARROLLO URBANO SOSTENIBLE,TR,384000015.0,2024-02-07,10000.0,GASTOS VARIOS
318266,"FIRE ISLAND CONSTRUCCIONES, S.A. DE C.V.",FIC141218PF4,FFIC746-183011-6609,SSP-341-2023,"ESTIMACION # 1 POR EL SUMINISTRO E INSTALACION DE TAPAS DE REGISTRO Y REJILLAS, PERIODO DEL 16 AL 31 DE AGOSTO 2023",TR,1029324.0,2024-02-16,662470.2,GASTOS VARIOS
318266,"FIRE ISLAND CONSTRUCCIONES, S.A. DE C.V.",FIC141218PF4,FFIC747-183011-6610,SSP-341-2023,"ESTIMACION # 2 POR EL SUMINISTRO E INSTALACION DE TAPAS DE REGISTRO Y REJILLAS, PERIODO DEL 1 AL 30 DE SEPTIEMBRE 2023",TR,1029324.0,2024-02-16,294431.2,GASTOS VARIOS
318266,"FIRE ISLAND CONSTRUCCIONES, S.A. DE C.V.",FIC141218PF4,FFIC748-183011-6611,SSP-341-2023,"ESTIMACION # 3 POR EL SUMINISTRO E INSTALACION DE TAPAS DE REGISTRO Y REJILLAS, PERIODO DEL 1 AL 15 DE OCTUBRE 2023",TR,1029324.0,2024-02-16,315462.0,GASTOS VARIOS
318266,"FIRE ISLAND CONSTRUCCIONES, S.A. DE C.V.",FIC141218PF4,FFIC752-183011-6612,SSP-341-2023,"ESTIMACION # 4 POR EL SUMINISTRO E INSTALACION DE TAPAS DE REGISTRO Y REJILLAS, PERIODO DEL 16 AL 31 DE OCTUBRE 2023",TR,1029324.0,2024-02-16,620408.6,GASTOS VARIOS
318314,"MICROXPERTS, S.A. DE C.V.",MIC960329GN3,7330-183011-6655,ORDEN DE COMPRA 9548,"ADQUISICION DE 6 LINEAS TELEFONICAS CON RESPECTIVOS APARATOS DE TELECOMUNICACION (TELEFONOS), INCLUIDO INTERNET Y CABLEADO RESPECTIVAMENTE",TR,1029267.0,2024-02-08,11762.4,GASTOS VARIOS
318314,"MICROXPERTS, S.A. DE C.V.",MIC960329GN3,MFM30187-183011-6478,SIG-009-2023,SUMINISTRO DE TONER,TR,1029398.0,2024-02-23,171804.12,GASTOS VARIOS
318536,"PINTUREY, S.A. DE C.V.",PIN13022278A,M1099-183011-6085,SSP-318-2022,"SUMINISTRO DE ARTICULOS DE FERRETERIA, PERIODO JULIO, AGOSTO, SEPTIEMBRE, OCTUBRE Y NOVIEMBRE 2023",TR,1029347.0,2024-02-16,300004.94,GASTOS VARIOS
318536,"PINTUREY, S.A. DE C.V.",PIN13022278A,M1995-183011-6495,SSP-318-2022,"SUMINISTRO DE ARTICULOS DE FERRETERIA, PERIODO MAYO 2023, SE APLICA NOTA DE CREDITO #D1024 POR $.01",TR,1029411.0,2024-02-23,34727.61,GASTOS VARIOS
318540,"DESARROLLO IS, S.A. DE C.V.",DIS170215HGA,6492-183011-6785,ORDEN DE COMPRA 10334,INSUMOS PARA LA INAUGURACION DE LA EXPOSICION VARIACIONES DEL CUERPO,TR,1029337.0,2024-02-16,13656.68,GASTOS VARIOS
318590,"OPERBES, S.A. DE C.V.",OPE070326DNA,OFR5513-183011-4422,SIG-003-2022,"SERVICIOS ANALOGICOS DE TELEFONIA, PERIODO MAYO DEL 2023",TR,1029344.0,2024-02-16,133676.87,GASTOS VARIOS
318590,"OPERBES, S.A. DE C.V.",OPE070326DNA,OFR5535-183011-4427,SIG-003-2022,"SERVICIOS PRIVADOS MPLS, (INTERNET), PERIODO MAYO DEL 2023",TR,1029344.0,2024-02-16,412440.37,GASTOS VARIOS
318590,"OPERBES, S.A. DE C.V.",OPE070326DNA,OFR5620-183011-4423,SIG-003-2022,"SERVICIOS ANALOGICOS DE TELEFONIA, PERIODO JUNIO DEL 2023",TR,1029344.0,2024-02-16,133676.87,GASTOS VARIOS
320014,"NEXT ENERGY DE MEXICO, S.A. DE C.V.",NEM091002T28,367-183011-103,TES-217-2020,PAGO DE CONTRAPRESTACION DEL MES DE ENERO DE 2024 DE ACUERDO AL MONTO MINIMO MENSUAL GARANTIZADO DE ACIERDO AL CONTRATO TES-217-2020 CLAUSULA 9.3,TR,604000120.0,2024-02-26,11739268.75,GASTOS VARIOS
320014,"NEXT ENERGY DE MEXICO, S.A. DE C.V.",NEM091002T28,368-183011-392,TES-217-2020,PAGO DE CONTRAPRESTACION DEL MES DE FEBRERO DE 2024 DE ACUERDO AL MONTO MINIMO MENSUAL GARANTIZADO DE ACIERDO AL CONTRATO TES-217-2020 CLAUSULA 9.3,TR,604000122.0,2024-02-29,11739268.75,GASTOS VARIOS
320086,"SUNSHINE BODY SHOP, S.A. DE C.V.",SBS131212756,A11945-183011-6701,ORDEN DE COMPRA 10886,ROTULACION DE SPRINTER-MERCEDES BENZ PARA VISITAS Y EVENTOS DE MEDICO EN CASA,TR,1029279.0,2024-02-09,34138.8,GASTOS VARIOS
320263,"EMI EDIFICACIONES Y MANTENIMIENTO INDUSTRIALES, S.A. DE C.V.",EEM080206P25,A-3895-183012-1,OT. 2024020001,SERVICIO DE ADECUACION DE ESPACIOS PARA BODEGA DE DONATIVOS DE LA SRIA. DE DESARROLLO HUMANO E IGUALDAD SUSTANTIVA EN EDIFICIO COL. MITRAS NORTE. SEGUN COTIZACIONANEXA.,TR,1029399.0,2024-02-23,1173015.2,GASTOS VARIOS
320266,"ARTONIK, S.A. DE C.V.",ART120322IH6,A 4110-183011-5853,SFA-DGA-DASG/CC/0191/2023,"SUMINISTRO DE INSUMOS PARA LA INAGURACION DE LA EXPOSICION ""MONTERREY, HISTORIA Y NOSTALGIA""",TR,1029323.0,2024-02-16,69194.58,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,38580-183011-6579,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE AL DIA 04 DE SEPTIEMBRE DE 2023.,TR,1029319.0,2024-02-16,455.5,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,39692-183011-6580,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE AL DIA 14 DE SEPTIEMBRE DE 2023.,TR,1029319.0,2024-02-16,462.0,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,40361-183011-6581,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE A LOS DIAS 25 Y 26 DE SEPTIEMBRE DE 2023.,TR,1029319.0,2024-02-16,4349.71,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,41603-183011-6582,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE AL DIA 28 DE SEPTIEMBRE DE 2023.,TR,1029319.0,2024-02-16,493.5,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,41604-183011-6583,SFA-DGA-DASG/CC/0186/2023,"CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE A LOS DIAS 05, 06 Y 11 DE OCTUBRE DE 2023.",TR,1029319.0,2024-02-16,2580.13,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,43063-183011-6584,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA LAS DIFERENTES DIRECCIONES DEL DIF CORRESPONDIENTE AL DIA 19 DE OCTUBRE DE 2023.,TR,1029319.0,2024-02-16,488.5,GASTOS VARIOS
320395,"DISTRIBUIDORA DE GAS SAGA, S.A. DE C.V.",DGS0403315Q2,43064-183011-6585,SFA-DGA-DASG/CC/0186/2023,CONSUMO DE GAS LP PARA EL HORNO CREMATORIO DE PANTEON SAN JOSE CORRESPONDIENTE AL DIA 24 DE OCTUBRE DE 2023.,TR,1029319.0,2024-02-16,35011.44,GASTOS VARIOS
320617,"PRESTADORA DE SERVICIOS EMPRESARIALES Y ORGANIZACIONALES, S.A. DE C.V.",PSE060809SX1,239-183011-5360,ORDEN DE COMPRA 10627,SUMINISTRO DE INSUMOS UTILIZADOS PARA LA REALIZACION DEL lll TORNEO NACIONAL CACHIBOL MONTERREY 2023,TR,1029343.0,2024-02-16,66085.2,GASTOS VARIOS
320617,"PRESTADORA DE SERVICIOS EMPRESARIALES Y ORGANIZACIONALES, S.A. DE C.V.",PSE060809SX1,248-183011-6253,SFA-DGA-DASG/CC/0152.5/2023,"SUMINISTRO DE INSUMOS PARA CAMPAMENTO DE VERANO ""TURISTEAR""",TR,1029343.0,2024-02-16,190170.03,GASTOS VARIOS
320617,"PRESTADORA DE SERVICIOS EMPRESARIALES Y ORGANIZACIONALES, S.A. DE C.V.",PSE060809SX1,253-183011-5870,SFA-DGA-DASG/CC/0228/2023,ADQUISICION DE TOLDOS PARA USO DE LA LUDOTECA MOVIL,TR,1029343.0,2024-02-16,85587.12,GASTOS VARIOS
320619,"EDUCACION PARA EL FUTURO, S.A. DE C.V.",EFU980619F9A,294-183011-6710,ORDEN DE COMPRA 10414,"PREMIACION DE VI TORNEO PELOTA TARASCA 2023, DIRECCION DE CULTURA FISICA Y DEPORTE",TR,1029327.0,2024-02-16,52729.17,GASTOS VARIOS
